docid,class,year,peopl,on,game,time,first,govern,go,world,get,plai,two,film,compani,work,uk,show,sai,firm,against,want,just,music,back,best,told,win,market,number,plan,take,servic,includ,ad,report,wai,month,countri,set,player,befor,labour,000,need,week,parti,look,bbc,expect,three
sport.355,sport,0,0,0,2,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
sport.356,sport,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0
sport.357,sport,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0
sport.358,sport,0,0,3,5,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,1,1,2,0,0,0,0,0,0,1,2,0,0,0,2,0,6,1,0,0,1,3,0,0,1,0,1
sport.359,sport,1,0,0,0,0,0,0,1,0,3,4,1,0,0,2,0,0,1,0,0,2,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0
sport.360,sport,2,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,1,0,2
sport.361,sport,3,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
sport.362,sport,3,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0
sport.363,sport,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
sport.364,sport,7,0,3,5,3,3,0,3,3,0,1,2,0,0,0,0,0,0,0,2,0,2,0,3,0,0,4,0,1,0,1,0,1,1,0,1,1,0,0,2,2,0,0,0,0,0,4,0,0,1
sport.365,sport,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
sport.366,sport,1,2,1,2,1,2,0,1,1,2,3,1,0,0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,3
sport.367,sport,0,0,1,3,3,1,0,1,4,0,5,1,0,0,0,0,0,0,0,3,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0
sport.368,sport,3,0,8,3,4,5,0,1,4,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,2,0,2,0,2,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1,0,1,0,1,0
sport.369,sport,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0
sport.370,sport,1,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
sport.371,sport,3,0,2,19,6,14,0,1,6,0,5,4,0,0,0,2,1,0,0,4,0,0,0,1,1,0,14,0,0,0,1,0,1,0,0,0,0,7,0,2,2,0,0,0,0,0,2,0,0,2
sport.372,sport,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
sport.373,sport,2,0,2,1,0,2,0,0,5,1,2,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,0,1,0,4,2,0,0,0,1,0,2,0,0,2
sport.374,sport,2,0,2,0,3,2,0,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
sport.375,sport,3,1,5,1,0,2,0,2,5,1,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,4,2,0,0,0,0,0,0,0,1,1
sport.376,sport,0,0,0,1,0,0,0,2,0,1,0,1,0,0,2,0,0,0,0,2,1,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,2
sport.377,sport,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2
sport.378,sport,1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,4,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1
sport.379,sport,0,0,3,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,1
sport.380,sport,0,0,1,1,1,2,0,1,0,1,2,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
sport.381,sport,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sport.382,sport,2,0,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,0,0,0,2,0,3,0,0,0,2,2,0,0,1,1,0,1,0,0,0
sport.383,sport,1,0,1,1,0,0,0,1,1,0,2,4,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,1,0,4,0,0,0,0,2,0,2,0,0,1
sport.384,sport,1,0,0,0,2,2,0,0,0,3,2,2,0,0,1,0,0,0,0,0,0,1,0,1,3,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1
sport.385,sport,1,0,0,0,1,0,0,0,2,2,3,0,0,0,0,0,0,1,0,1,1,0,0,4,0,2,0,0,0,0,2,0,1,1,0,0,1,2,0,8,0,0,0,0,1,0,2,0,0,0
sport.386,sport,2,0,0,0,0,1,2,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
sport.387,sport,1,0,0,0,1,0,0,0,2,2,3,0,0,0,0,0,0,1,0,1,1,0,0,4,0,2,0,0,0,0,2,0,1,1,0,0,1,2,0,8,0,0,0,0,1,0,2,0,0,0
sport.388,sport,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sport.389,sport,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,1
sport.390,sport,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
sport.391,sport,0,0,1,3,0,3,0,0,1,1,7,1,0,0,0,0,1,0,0,1,1,0,0,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,3,0,1,1,1,0
sport.392,sport,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sport.393,sport,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
sport.394,sport,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,1,0
sport.395,sport,1,0,2,1,0,5,0,2,5,0,3,3,0,0,0,0,2,0,0,1,0,1,0,1,0,1,2,0,0,0,1,0,0,0,0,2,0,0,1,5,2,0,0,0,0,0,0,0,0,4
sport.396,sport,0,0,0,2,1,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
sport.397,sport,5,0,1,3,1,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,0,2,0,1,0,0,0,0,1,0,0,1,5,0,0,0,0,1,0,2,1,0,0
sport.398,sport,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1
sport.399,sport,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0
sport.400,sport,1,0,0,0,1,2,0,0,6,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1
sport.401,sport,3,0,3,5,3,1,0,1,1,2,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
sport.402,sport,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
sport.403,sport,4,0,1,2,2,2,0,0,2,1,0,3,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,3
sport.404,sport,0,0,4,6,0,3,0,3,0,0,2,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sport.405,sport,1,0,1,1,3,4,0,1,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,5,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
sport.406,sport,1,0,1,4,0,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,2,1,0,1
sport.407,sport,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
sport.408,sport,1,0,0,4,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
sport.409,sport,2,0,1,2,2,0,0,2,1,2,3,5,0,0,0,0,1,2,0,1,0,3,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
sport.410,sport,1,0,1,3,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
sport.411,sport,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,0
sport.412,sport,1,0,0,0,0,1,0,1,0,0,3,3,0,0,0,0,0,2,0,2,0,1,0,4,0,0,4,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
sport.413,sport,3,0,1,0,3,1,0,3,0,4,3,0,0,0,0,0,0,0,0,2,0,1,0,1,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,2,1,0,0
sport.414,sport,0,0,2,2,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
sport.415,sport,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1
sport.416,sport,3,0,1,0,1,2,0,0,0,0,0,2,0,0,1,0,1,0,0,2,0,1,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0
sport.417,sport,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sport.418,sport,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sport.419,sport,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
sport.420,sport,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
sport.421,sport,3,0,1,3,2,3,0,0,1,1,1,2,0,0,0,0,1,0,0,2,0,1,0,1,0,0,1,0,2,0,4,2,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,4
sport.422,sport,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
sport.423,sport,4,0,1,0,0,1,0,1,3,2,5,4,0,0,1,0,0,0,0,3,1,1,0,2,1,2,1,0,1,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,1,1,0,1
sport.424,sport,0,0,0,0,1,1,0,0,1,2,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0
sport.425,sport,1,0,1,1,1,3,0,0,3,1,2,1,0,0,0,0,1,0,0,1,1,2,0,1,0,0,2,0,2,0,0,0,0,1,0,1,0,0,5,1,1,0,0,0,2,0,2,0,0,1
sport.426,sport,3,0,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1
sport.427,sport,0,0,0,2,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
sport.428,sport,0,0,2,1,1,2,0,1,2,0,1,2,0,0,0,0,1,0,0,2,0,0,0,2,0,0,1,0,3,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1
sport.429,sport,3,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sport.430,sport,0,0,1,2,0,0,0,1,1,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sport.431,sport,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,4,0,2,0,1,0
sport.432,sport,0,1,1,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
sport.433,sport,1,0,1,1,1,3,0,0,3,1,2,1,0,0,0,0,1,0,0,1,1,2,0,1,0,0,2,0,2,0,0,0,0,1,0,2,0,0,4,1,1,0,0,0,2,0,2,0,0,1
sport.434,sport,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0
sport.435,sport,1,0,0,2,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0,0,0,0,1,0
sport.436,sport,0,0,1,2,0,0,0,1,1,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sport.437,sport,3,0,1,0,0,1,0,1,2,0,4,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,2,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0
sport.438,sport,0,1,1,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
sport.439,sport,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0
sport.440,sport,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1
sport.441,sport,1,0,1,0,2,3,0,0,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sport.442,sport,2,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sport.443,sport,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
sport.444,sport,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sport.445,sport,2,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
sport.446,sport,1,0,1,2,1,5,0,0,1,3,7,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,0,1,0,0,1,1,0,0,2,0,0,7,0,1,0,0,1,0,0,0,0,1,2
sport.447,sport,1,0,0,1,0,3,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sport.448,sport,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,1
sport.449,sport,5,0,2,0,4,0,0,1,3,2,2,2,0,0,0,0,0,0,0,2,0,1,0,2,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,1
sport.450,sport,2,0,1,1,3,3,0,0,2,1,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,1,1,0,0,1,2,0,0,0,0,1
sport.451,sport,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,5,0,0,0,0,0,0,0
sport.452,sport,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
sport.453,sport,0,0,0,1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
sport.454,sport,0,1,1,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
sport.455,sport,1,0,0,1,1,2,0,0,2,1,4,2,0,0,0,0,1,0,0,0,1,2,0,2,1,0,2,0,2,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,2
sport.456,sport,1,0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,2
sport.457,sport,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sport.458,sport,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
sport.459,sport,0,0,1,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
sport.460,sport,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
sport.461,sport,2,0,0,0,1,2,1,1,0,1,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0
sport.462,sport,0,0,0,1,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sport.463,sport,1,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
sport.464,sport,2,0,1,0,0,0,0,2,1,2,1,0,0,0,3,0,0,0,0,0,4,1,0,1,1,1,0,0,2,1,1,0,1,1,0,1,0,0,0,4,0,0,0,0,3,0,0,2,0,1
sport.465,sport,1,0,0,0,3,0,0,0,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
sport.466,sport,3,0,1,0,2,1,0,1,1,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0
sport.467,sport,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sport.468,sport,5,0,2,2,1,3,0,0,1,2,4,3,0,0,0,0,0,0,0,5,1,1,0,1,0,1,3,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0,1,0,0,0
sport.469,sport,4,1,1,1,3,0,0,1,1,1,6,1,0,0,1,0,0,0,0,2,1,4,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2
sport.470,sport,4,1,1,1,3,0,0,1,1,1,6,1,0,0,1,0,0,0,0,2,1,4,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2
sport.471,sport,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sport.472,sport,1,0,2,2,0,1,0,4,2,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,1,0,1,0,0,1,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0
sport.473,sport,0,1,2,1,3,1,0,1,2,1,0,1,0,0,0,0,1,1,0,0,0,2,0,2,2,1,2,0,2,0,0,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,0,1,0,3
sport.474,sport,1,0,3,3,1,1,0,1,0,2,2,4,0,0,1,0,0,0,0,0,1,1,0,2,1,0,3,0,3,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0
sport.475,sport,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sport.476,sport,5,0,5,0,0,5,0,1,1,1,5,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,2,3,1,0,0,1,1,0,1,0,0,1
sport.477,sport,1,0,2,0,0,1,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0
sport.478,sport,1,0,1,0,0,2,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sport.479,sport,1,0,1,0,0,2,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sport.480,sport,1,0,2,3,0,0,0,1,2,0,3,2,0,0,0,0,1,0,0,1,1,0,0,2,0,0,3,0,1,0,1,1,0,1,0,1,0,0,5,2,4,0,0,1,0,0,1,0,0,0
sport.481,sport,4,0,1,2,4,2,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
sport.482,sport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
